time,node5
-4,3.7597894736842
-3,3.5597894736841997
-2,3.4597894736842
-1,3.3597894736841996
1,3.3597894736841996
2,3.4597894736842
3,3.5597894736841997
4,3.7597894736842
5,3.36794736842105
6,3.176105263157851
7,2.9842631578947003
8,2.7924210526315507
9,2.7156842105263
10,2.63894736842105
11,2.5622105263157504
12,2.4854736842105005
13,2.504657894736801
14,2.5238421052631494
15,2.54302631578945
16,2.5622105263157504
17,2.67731578947365
18,2.7924210526315507
19,2.9075263157894504
20,3.0226315789473492
21,3.1952894736841992
22,3.36794736842105
23,3.5406052631578495
24,3.7132631578946995
25,3.6940789473684
26,3.6748947368420994
27,3.65571052631575
28,3.6365263157894505
29,3.7903860096599997
30,3.9434736842105
31,4.09694736842105
32,4.25042105263155
33,4.2887894736842
34,4.327157894736801
35,4.36552631578945
36,4.4038947368420995
37,4.4230789473684
38,4.4422631578947005
39,4.46144736842105
40,4.48063157894735
41,4.4422631578947005
42,4.4038947368420995
43,4.36552631578945
44,4.327157894736801
45,4.327157894736801
46,4.327157894736801
47,4.327157894736801
48,4.327157894736801
49,4.2887894736842
50,4.25042105263155
51,4.2120526315789
52,4.173684210526299
53,4.0777631578947
54,3.9818421052631505
55,3.8859210526315495
56,3.79049601960725
57,3.8091842105263005
58,3.8283684210526
59,3.8475526315789006
60,3.866736842105251
61,3.905105263157849
62,3.9434736842105
63,3.9818421052631505
64,4.02021052631575
65,4.0777631578947
66,4.13531578947365
67,4.1928684210526
68,4.25042105263155
69,4.3079736842105
70,4.36552631578945
71,4.4230789473684
72,4.48063157894735
73,4.576552631578899
74,4.6724736842105
75,4.768394736842099
76,4.86431578947365
77,4.9410526315788985
78,5.0177894736842
79,5.09452631578945
80,5.1712631578947
81,5.132894736842099
82,5.09452631578945
83,5.056157894736799
84,5.0177894736842
85,4.979421052631549
86,4.9410526315788985
87,4.902684210526299
88,4.86431578947365
89,4.710842105263149
90,4.557368421052601
91,4.4038947368420995
92,4.25042105263155
93,4.0777631578947
94,3.905105263157849
95,3.7324473684210497
96,3.5597894736841997
97,3.3597894736841996
98,3.4597894736842
99,3.5597894736841997
100,3.7597894736842
101,3.36794736842105
102,3.176105263157851
103,2.9842631578947003
104,2.7924210526315507
105,2.7156842105263
106,2.63894736842105
107,2.5622105263157504
108,2.4854736842105005
109,2.504657894736801
110,2.5238421052631494
111,2.54302631578945
112,2.5622105263157504
113,2.67731578947365
114,2.7924210526315507
115,2.9075263157894504
116,3.0226315789473492
117,3.1952894736841992
118,3.36794736842105
119,3.5406052631578495
120,3.7132631578946995
121,3.6940789473684
122,3.6748947368420994
123,3.65571052631575
124,3.6365263157894505
125,3.7903860096599997
126,3.9434736842105
127,4.09694736842105
128,4.25042105263155
129,4.2887894736842
130,4.327157894736801
131,4.36552631578945
132,4.4038947368420995
133,4.4230789473684
134,4.4422631578947005
135,4.46144736842105
136,4.48063157894735
137,4.4422631578947005
138,4.4038947368420995
139,4.36552631578945
140,4.327157894736801
141,4.327157894736801
142,4.327157894736801
143,4.327157894736801
144,4.327157894736801
145,4.2887894736842
146,4.25042105263155
147,4.2120526315789
148,4.173684210526299
149,4.0777631578947
150,3.9818421052631505
151,3.8859210526315495
152,3.79049601960725
153,3.8091842105263005
154,3.8283684210526
155,3.8475526315789006
156,3.866736842105251
157,3.905105263157849
158,3.9434736842105
159,3.9818421052631505
160,4.02021052631575
161,4.0777631578947
162,4.13531578947365
163,4.1928684210526
164,4.25042105263155
165,4.3079736842105
166,4.36552631578945
167,4.4230789473684
168,4.48063157894735
169,4.576552631578899
170,4.6724736842105
171,4.768394736842099
172,4.86431578947365
173,4.9410526315788985
174,5.0177894736842
175,5.09452631578945
176,5.1712631578947
177,5.132894736842099
178,5.09452631578945
179,5.056157894736799
180,5.0177894736842
181,4.979421052631549
182,4.9410526315788985
183,4.902684210526299
184,4.86431578947365
185,4.710842105263149
186,4.557368421052601
187,4.4038947368420995
188,4.25042105263155
189,4.0777631578947
190,3.905105263157849
191,3.7324473684210497
192,3.5597894736841997
